Source,Year,Region,Species,avg_wt
ADFG,1985,A-Y-K,Chum,3.4130536337685826
ADFG,1986,A-Y-K,Chum,3.258087077728377
ADFG,1987,A-Y-K,Chum,3.1580833288210957
ADFG,1988,A-Y-K,Chum,3.252593757450535
ADFG,1989,A-Y-K,Chum,3.2702414442394754
ADFG,1990,A-Y-K,Chum,3.3351629456646967
ADFG,1991,A-Y-K,Chum,3.1167670613932534
ADFG,1992,A-Y-K,Chum,3.274892998672237
ADFG,1993,A-Y-K,Chum,3.1491991308254406
ADFG,1994,A-Y-K,Chum,3.0462103437723145
ADFG,1995,A-Y-K,Chum,3.200671835831791
ADFG,1996,A-Y-K,Chum,3.328885525059046
ADFG,1997,A-Y-K,Chum,3.3976562166076243
ADFG,1998,A-Y-K,Chum,3.1783502305645714
ADFG,1999,A-Y-K,Chum,3.452168111091041
ADFG,2000,A-Y-K,Chum,3.7520549658696978
ADFG,2001,A-Y-K,Chum,3.874900382123956
ADFG,2002,A-Y-K,Chum,3.5255656265135267
ADFG,2003,A-Y-K,Chum,3.307688785089527
ADFG,2004,A-Y-K,Chum,3.1868406223027486
ADFG,2005,A-Y-K,Chum,3.3251349320215895
ADFG,2006,A-Y-K,Chum,3.191900517650722
ADFG,2007,A-Y-K,Chum,3.1136162956554685
ADFG,2008,A-Y-K,Chum,3.2941966401160037
ADFG,2009,A-Y-K,Chum,3.206410355442409
ADFG,2010,A-Y-K,Chum,3.185656255229807
ADFG,2011,A-Y-K,Chum,3.1912653749304964
ADFG,2012,A-Y-K,Chum,3.0037105086433913
ADFG,2013,A-Y-K,Chum,3.0728066993448855
ADFG,2014,A-Y-K,Chum,3.335704568385042
ADFG,2015,A-Y-K,Chum,3.2524512453173395
ADFG,1985,A-Y-K,Pink,1.4316125598722724
ADFG,1986,A-Y-K,Pink,1.4968610020580757
ADFG,1987,A-Y-K,Pink,1.3660751134956663
ADFG,1988,A-Y-K,Pink,1.4515759008929516
ADFG,1989,A-Y-K,Pink,1.5641293013555788
ADFG,1990,A-Y-K,Pink,1.4484398216939078
ADFG,1991,A-Y-K,Pink,1.530612244897959
ADFG,1992,A-Y-K,Pink,1.7471753548359221
ADFG,1993,A-Y-K,Pink,1.182131131474494
ADFG,1994,A-Y-K,Pink,1.0596846023993
ADFG,1995,A-Y-K,Pink,1.1029097785640212
ADFG,1996,A-Y-K,Pink,1.1155885125009455
ADFG,1997,A-Y-K,Pink,1
ADFG,1998,A-Y-K,Pink,1.0297207029233173
ADFG,1999,A-Y-K,Pink,0
ADFG,2000,A-Y-K,Pink,1.0071920851043392
ADFG,2003,A-Y-K,Pink,0.8163265306122449
ADFG,2004,A-Y-K,Pink,0
ADFG,2005,A-Y-K,Pink,1.6981132075471699
ADFG,2006,A-Y-K,Pink,0
ADFG,2007,A-Y-K,Pink,1.2642158159217138
ADFG,2008,A-Y-K,Pink,1.1846678470719392
ADFG,2009,A-Y-K,Pink,1.2156660358965536
ADFG,2010,A-Y-K,Pink,1.2425005440019894
ADFG,2011,A-Y-K,Pink,1.2375964718853363
ADFG,2012,A-Y-K,Pink,1.0845590019901947
ADFG,2013,A-Y-K,Pink,1.3039343872578153
ADFG,2014,A-Y-K,Pink,1.4440071556350627
ADFG,2015,A-Y-K,Pink,1.5835205779459032
ADFG,1985,A-Y-K,Sockeye,3.17580869694149
ADFG,1986,A-Y-K,Sockeye,3.245771885675725
ADFG,1987,A-Y-K,Sockeye,3.397427660245552
ADFG,1988,A-Y-K,Sockeye,3.346997686726025
ADFG,1989,A-Y-K,Sockeye,3.2767148406398534
ADFG,1990,A-Y-K,Sockeye,3.032664420682584
ADFG,1991,A-Y-K,Sockeye,3.149334817536584
ADFG,1992,A-Y-K,Sockeye,3.190341334076149
ADFG,1993,A-Y-K,Sockeye,3.2346705852970055
ADFG,1994,A-Y-K,Sockeye,3.1215107579588257
ADFG,1995,A-Y-K,Sockeye,3.116728698823471
ADFG,1996,A-Y-K,Sockeye,3.2588167119642844
ADFG,1997,A-Y-K,Sockeye,3.217158610430663
ADFG,1998,A-Y-K,Sockeye,3.0616308300212944
ADFG,1999,A-Y-K,Sockeye,2.958917847926324
ADFG,2000,A-Y-K,Sockeye,3.0929750006795755
ADFG,2001,A-Y-K,Sockeye,3.4360368524392086
ADFG,2002,A-Y-K,Sockeye,3.0203643273162872
ADFG,2003,A-Y-K,Sockeye,3.2930717640221783
ADFG,2004,A-Y-K,Sockeye,2.999827008665293
ADFG,2005,A-Y-K,Sockeye,3.0392003491062387
ADFG,2006,A-Y-K,Sockeye,2.8806333739342267
ADFG,2007,A-Y-K,Sockeye,2.976071144010075
ADFG,2008,A-Y-K,Sockeye,3.0213745710530264
ADFG,2009,A-Y-K,Sockeye,2.9385900801609064
ADFG,2010,A-Y-K,Sockeye,3.090998888751698
ADFG,2011,A-Y-K,Sockeye,2.957664573156548
ADFG,2012,A-Y-K,Sockeye,3.062147754897365
ADFG,2013,A-Y-K,Sockeye,2.884512632623464
ADFG,2014,A-Y-K,Sockeye,2.561645493042952
ADFG,2015,A-Y-K,Sockeye,2.7872544798118644
ADFG,1985,Central,Chum,3.405272889045946
ADFG,1986,Central,Chum,3.419745559816705
ADFG,1987,Central,Chum,3.2802146245522397
ADFG,1988,Central,Chum,3.598090598559755
ADFG,1989,Central,Chum,3.3517797730162684
ADFG,1990,Central,Chum,3.4290136077960156
ADFG,1991,Central,Chum,3.059777258420596
ADFG,1992,Central,Chum,3.0649889804430237
ADFG,1993,Central,Chum,2.8625711334918313
ADFG,1994,Central,Chum,3.3445476982133524
ADFG,1995,Central,Chum,3.1952933048340784
ADFG,1996,Central,Chum,3.685221404823078
ADFG,1997,Central,Chum,3.7559269554998087
ADFG,1998,Central,Chum,3.440933083814652
ADFG,1999,Central,Chum,3.261194185706528
ADFG,2000,Central,Chum,3.605439911647221
ADFG,2001,Central,Chum,3.4127775042046644
ADFG,2002,Central,Chum,3.690570700561527
ADFG,2003,Central,Chum,2.908438053707382
ADFG,2004,Central,Chum,3.3035034223329895
ADFG,2005,Central,Chum,3.3390497615714705
ADFG,2006,Central,Chum,3.371142831652745
ADFG,2007,Central,Chum,3.008890752988116
ADFG,2008,Central,Chum,3.388180622101073
ADFG,2009,Central,Chum,3.2467169737045434
ADFG,2010,Central,Chum,3.038709936673332
ADFG,2011,Central,Chum,3.225273382690424
ADFG,2012,Central,Chum,3.208762734381945
ADFG,2013,Central,Chum,3.2777394289272794
ADFG,2014,Central,Chum,3.306425213430349
ADFG,2015,Central,Chum,2.8028865305991797
