Year,Species,Number,Whole_Wt_ metric_tons,Region,Management Area,RI_Area
1987,Sockeye,170999,581.02,A-Y-K,W,WAK
2006,Chinook,73302,581.36,Southeastern,B,SEAK
1996,Coho,157313,584.27,Westward,M,WAK
2008,Coho,161536,585.27,Westward,L,SPen
2009,Chum,187845,586.98,A-Y-K,W,WAK
2003,Chinook,74363,588.46,Southeastern,B,SEAK
2007,Sockeye,195541,589.01,Southeastern,C,SEAK
1986,Chum,176640,591.67,Westward,L,SPen
2004,Chinook,76475,592.96,Southeastern,A,SEAK
2015,Coho,224061,594.96,Central,H,CI
2007,Chum,181022,595.33,Westward,M,WAK
1986,Coho,164201,595.61,Westward,M,WAK
1989,Chinook,68172,599.33,Southeastern,B,SEAK
1985,Coho,162822,600.72,Central,T,WAK
1993,Chinook,76774,601.22,Southeastern,B,SEAK
2002,Coho,202728,602.16,Westward,M,SPen
2014,Chinook,90471,602.4,Southeastern,B,SEAK
2005,Chinook,79802,603.29,Southeastern,B,SEAK
1998,Pink,588013,603.56,A-Y-K,Z,WAK
1994,Sockeye,193730,604.74,A-Y-K,W,WAK
1992,Coho,191532,608.99,Central,T,WAK
1993,Coho,220148,612.51,Westward,M,SPen
2005,Chum,168880,614.53,Central,H,CI
1989,Coho,193567,615.57,Southeastern,C,SEAK
1999,Chinook,64557,616.36,Central,E,PWS
2007,Chinook,81707,616.7,Southeastern,B,SEAK
1992,Sockeye,193561,617.45,A-Y-K,W,WAK
1999,Coho,170076,617.69,Central,E,PWS
2008,Chum,177730,619.52,Westward,M,WAK
1990,Sockeye,204374,619.65,A-Y-K,W,WAK
2013,Sockeye,229533,620.71,Southeastern,B,SEAK
2000,Chum,159802,621.71,A-Y-K,X,WAK
1995,Sockeye,200037,623.44,A-Y-K,W,WAK
2012,Sockeye,228491,623.6,Southeastern,B,SEAK
2001,Chum,174585,624.76,Westward,M,WAK
2010,Sockeye,202364,625.52,A-Y-K,W,WAK
2006,Coho,211533,625.69,Central,H,CI
2010,Coho,209885,626.05,Central,H,CI
2007,Coho,191013,627.58,A-Y-K,W,WAK
1999,Chinook,70479,630.93,A-Y-K,Y,WAK
1996,Chinook,58657,633.43,Central,E,PWS
2006,Pink,383574,636.58,Westward,L,SPen
2014,Chum,190675,636.63,Central,H,CI
1995,Chinook,139890,637.13,Southeastern,D,SEAK
1991,Sockeye,202824,638.73,A-Y-K,W,WAK
1986,Pink,401287,640.31,Central,T,WAK
2006,Coho,226091,642.14,A-Y-K,W,WAK
2001,Chum,174409,646.53,Central,H,CI
2000,Coho,208928,647.34,Southeastern,C,SEAK
1987,Coho,171784,648.99,Westward,M,WAK
1994,Coho,175240,652.03,Central,T,WAK
2001,Coho,214252,652.4,Westward,M,SPen
1998,Coho,194680,653.47,Central,E,PWS
2013,Chum,194591,655.98,Central,H,CI
2005,Chinook,91248,656.01,Southeastern,C,SEAK
1989,Chinook,75102,658.86,Southeastern,A,SEAK
2007,Pink,434778,660.35,Central,H,CI
1987,Coho,175652,661.1,Central,E,PWS
2010,Chum,236016,661.3,A-Y-K,Y,WAK
1993,Coho,229459,662.81,Westward,L,SPen
1990,Chum,163509,663.11,A-Y-K,X,WAK
1986,Coho,168690,664.38,Westward,K,Kod
2012,Coho,210485,664.52,Westward,K,Kod
1990,Pink,25637489,666.3,Southeastern,B,SEAK
1999,Chum,184409,667.34,Central,H,CI
1996,Chinook,86607,669.66,Central,T,WAK
2005,Coho,234374,672.25,Central,H,CI
1993,Chinook,85860,673.43,Central,T,WAK
1996,Coho,193246,674.01,Westward,L,SPen
2012,Pink,491663,676.84,Westward,M,SPen
1994,Pink,431063,677.97,Westward,L,SPen
2011,Sockeye,243944,682.17,Southeastern,C,SEAK
2009,Chum,187562,682.99,A-Y-K,X,WAK
1985,Coho,176118,683.74,Westward,M,WAK
2004,Coho,236144,684.48,Westward,M,SPen
1985,Coho,193374,685.36,Southeastern,C,SEAK
1988,Coho,202698,685.36,Central,T,WAK
1987,Chinook,75399,687.08,Central,T,WAK
2002,Sockeye,252796,689.91,Southeastern,B,SEAK
1986,Coho,235854,691.81,Westward,M,SPen
2011,Chum,238755,694,A-Y-K,W,WAK
2012,Chum,171112,696.2,Westward,L,SPen
2008,Coho,227553,697.1,Westward,M,SPen
2008,Chum,190321,698.64,A-Y-K,X,WAK
2005,Coho,207261,699.45,A-Y-K,W,WAK
2014,Coho,222063,699.97,A-Y-K,W,WAK
2002,Chinook,82058,708.05,Southeastern,B,SEAK
1991,Chinook,89986,708.84,Southeastern,B,SEAK
2011,Chinook,97266,714.14,Southeastern,B,SEAK
2009,Coho,248941,717.2,Westward,M,SPen
2010,Chum,230313,718.19,A-Y-K,W,WAK
1992,Pink,506467,718.52,Westward,M,WAK
1985,Chum,224765,720.16,A-Y-K,W,WAK
1987,Coho,225120,720.65,Westward,M,SPen
2015,Coho,271898,720.8,Westward,M,SPen
1998,Chinook,72346,722.05,Central,E,PWS
1992,Chum,222134,722.27,Westward,L,SPen
2015,Coho,224976,723.22,Central,E,PWS
2001,Chum,199003,730.07,Westward,L,SPen
2013,Chinook,112184,730.62,Southeastern,D,SEAK
1990,Coho,193052,734.35,Westward,M,WAK
1987,Coho,192802,736.24,Westward,K,Kod
1994,Chum,227276,739.7,Westward,L,SPen
2008,Sockeye,256290,741.71,Southeastern,A,SEAK
2005,Chum,225550,745.37,A-Y-K,Y,WAK
1996,Coho,201836,746.94,Westward,K,Kod
1992,Coho,206813,748.61,Westward,M,WAK
1995,Chinook,68783,749.16,Central,E,PWS
2000,Coho,247837,750.12,Central,H,CI
2010,Pink,489781,754.77,Westward,L,SPen
1995,Coho,264346,755.47,Westward,M,SPen
1999,Chum,685329,755.64,Central,T,WAK
2013,Coho,272113,758.77,Central,H,CI
1990,Pink,550008,760.06,Westward,L,SPen
1991,Chum,261422,761.35,Westward,L,SPen
2000,Chum,204230,766.67,Central,H,CI
1989,Sockeye,250068,768.45,Southeastern,C,SEAK
2005,Sockeye,279599,772.24,Southeastern,C,SEAK
2012,Coho,210466,772.68,Central,E,PWS
2000,Coho,257245,774.35,Westward,M,SPen
1985,Coho,191162,775.48,Westward,L,SPen
2001,Coho,222490,779.2,A-Y-K,W,WAK
2008,Chum,209325,782.95,Westward,L,SPen
2004,Chinook,114741,784.85,Central,T,WAK
1985,Chinook,99018,785.71,Southeastern,D,SEAK
2002,Coho,258404,788.29,Central,H,CI
1986,Chinook,93716,791.85,Central,T,WAK
1991,Coho,217374,794.19,Westward,M,WAK
2012,Chum,227965,794.47,A-Y-K,X,WAK
1990,Chum,270004,796.97,Westward,L,SPen
1989,Coho,239834,808.64,Central,T,WAK
2013,Coho,269963,811.39,Westward,K,Kod
2001,Sockeye,281888,812.57,Southeastern,C,SEAK
2009,Sockeye,309135,812.7,Southeastern,B,SEAK
1996,Chum,249016,815.09,A-Y-K,Y,WAK
2006,Chinook,106962,815.62,Central,T,WAK
2003,Sockeye,287380,818.33,Southeastern,C,SEAK
1992,Pink,499538,820.83,Central,T,WAK
2014,Coho,297894,821.86,Westward,M,SPen
2008,Chum,226446,825.9,Central,H,CI
1988,Pink,565390,828.89,Southeastern,D,SEAK
1992,Chinook,106117,829.11,Southeastern,D,SEAK
1998,Chum,268199,834.78,A-Y-K,W,WAK
2008,Coho,262641,835.89,A-Y-K,W,WAK
1997,Chinook,222686,837.67,Southeastern,D,SEAK
2014,Coho,287292,837.71,Central,T,WAK
2001,Chum,211672,837.95,A-Y-K,X,WAK
2006,Chum,267160,838.32,A-Y-K,Y,WAK
2010,Chum,263983,839.48,Westward,M,WAK
1990,Chinook,96194,841.93,A-Y-K,Y,WAK
2011,Chum,269503,842.59,Westward,L,SPen
1996,Chinook,91653,846.92,A-Y-K,Y,WAK
2013,Coho,294973,853.67,Westward,M,SPen
2007,Chum,302656,855.06,A-Y-K,Y,WAK
2007,Coho,285669,855.41,Southeastern,C,SEAK
1989,Coho,227551,855.85,Westward,M,WAK
1993,Coho,321027,856.09,Central,H,CI
2004,Chinook,110481,857.36,Southeastern,B,SEAK
1985,Sockeye,305466,858.75,Southeastern,C,SEAK
1992,Sockeye,303599,866.27,Southeastern,C,SEAK
1990,Pink,496517,867.89,Central,T,WAK
2008,Chum,280181,871.13,A-Y-K,Y,WAK
2009,Chum,256425,872.05,Westward,L,SPen
2008,Chinook,114195,872.25,Southeastern,D,SEAK
1989,Chum,207854,874.9,Southeastern,C,SEAK
1993,Chinook,96999,875.64,A-Y-K,Y,WAK
2009,Coho,291573,875.84,Westward,K,Kod
1994,Coho,255905,879.66,Westward,M,SPen
1991,Coho,317129,882.27,Westward,M,SPen
1988,Coho,233973,883.01,Westward,M,WAK
1991,Chum,239923,884.98,A-Y-K,X,WAK
2003,Pink,502638,887.1,Westward,L,SPen
1995,Chinook,99388,890.52,Central,T,WAK
1988,Chinook,100794,893.93,A-Y-K,Y,WAK
2009,Chinook,127205,898.29,Southeastern,D,SEAK
1994,Coho,237204,905.75,Westward,L,SPen
1996,Coho,293374,909.56,Westward,M,SPen
1997,Chum,317606,912.09,Central,T,WAK
1989,Chinook,102280,914.53,A-Y-K,Y,WAK
1986,Chinook,99970,916.79,A-Y-K,Y,WAK
1991,Chum,305209,918.34,Central,H,CI
2012,Coho,302350,918.62,Southeastern,C,SEAK
2010,Coho,269439,922.91,Westward,K,Kod
2012,Chinook,138947,923.87,Southeastern,D,SEAK
2010,Sockeye,343391,926.29,Southeastern,A,SEAK
1992,Chum,297694,931.86,Central,H,CI
1995,Coho,281518,932.72,Westward,L,SPen
2011,Chum,294083,933.18,Westward,M,WAK
1986,Chum,310035,933.2,Westward,M,WAK
1991,Chinook,101947,934.4,A-Y-K,Y,WAK
1995,Sockeye,344558,935.99,Southeastern,C,SEAK
2001,Pink,666002,942.99,Central,H,CI
1988,Chinook,106506,952.54,Southeastern,D,SEAK
1996,Coho,335941,952.75,Central,H,CI
1993,Coho,313467,954.89,Westward,K,Kod
2004,Sockeye,351396,961.38,Southeastern,C,SEAK
2010,Chinook,134053,961.6,Southeastern,D,SEAK
1998,Sockeye,342970,967.69,Southeastern,A,SEAK
1990,Coho,307218,967.71,Westward,M,SPen
2000,Coho,310257,968.66,A-Y-K,W,WAK
1994,Coho,241919,970.32,Westward,M,WAK
2012,Chum,285614,971.2,Westward,M,WAK
1996,Chum,295760,971.38,A-Y-K,W,WAK
1988,Coho,293405,974.1,Southeastern,B,SEAK
2011,Chum,264321,978.77,A-Y-K,X,WAK
2010,Chum,270343,979.74,A-Y-K,X,WAK
2006,Coho,299206,981.54,Southeastern,B,SEAK
1996,Pink,695764,985.52,Central,H,CI
1989,Chum,262876,985.96,Southeastern,D,SEAK
1989,Chum,256017,986.3,A-Y-K,X,WAK
2004,Coho,324589,989.75,Central,H,CI
1994,Pink,982389,991.13,A-Y-K,Z,WAK
1985,Chinook,120441,994.11,Central,T,WAK
1988,Chum,267775,996.26,Westward,L,SPen
1999,Coho,296979,997.89,Westward,K,Kod
1988,Pink,650629,998.15,Southeastern,C,SEAK
1991,Pink,843426,1006.05,Central,H,CI
1986,Chinook,122683,1015.74,Southeastern,D,SEAK
1998,Chinook,135816,1020.55,Central,T,WAK
2010,Pink,571111,1022.33,Central,H,CI
1995,Sockeye,375088,1024.93,Southeastern,A,SEAK
1989,Chinook,107865,1027.21,Southeastern,D,SEAK
2002,Chum,286451,1027.46,Central,H,CI
1986,Chum,261436,1030.25,A-Y-K,X,WAK
2011,Coho,353394,1033.54,Southeastern,C,SEAK
1994,Chinook,115910,1039.66,A-Y-K,Y,WAK
1992,Coho,280085,1039.79,Westward,K,Kod
1994,Chum,333986,1043.37,Central,H,CI
1994,Sockeye,371052,1045.6,Southeastern,C,SEAK
1990,Pink,800547,1046.13,Westward,M,WAK
1992,Chum,342846,1047.58,Westward,M,WAK
1993,Sockeye,393420,1052.12,Southeastern,C,SEAK
1989,Coho,352535,1054.57,Central,H,CI
1997,Chinook,113398,1055.53,A-Y-K,Y,WAK
1995,Chum,290855,1057.28,A-Y-K,X,WAK
2011,Pink,741752,1061.55,Westward,M,WAK
2010,Chum,324431,1064.72,Central,H,CI
1997,Sockeye,360498,1067.29,Southeastern,C,SEAK
1985,Chum,275541,1067.54,Southeastern,C,SEAK
1991,Coho,324860,1070.28,Westward,K,Kod
1992,Coho,310943,1071.7,Westward,L,SPen
1986,Chum,349269,1072.63,A-Y-K,W,WAK
1988,Chum,284747,1073.78,Southeastern,C,SEAK
1986,Pink,647125,1076.97,Westward,L,SPen
2014,Pink,722450,1077.47,Westward,M,SPen
1992,Chum,289187,1087.4,A-Y-K,X,WAK
2006,Coho,329925,1088.94,Southeastern,C,SEAK
2011,Sockeye,407169,1094.41,Southeastern,B,SEAK
1990,Coho,293819,1096.35,Westward,K,Kod
1992,Chum,351286,1097.83,A-Y-K,Y,WAK
1993,Chinook,153420,1100.53,Southeastern,D,SEAK
1998,Coho,312517,1100.97,A-Y-K,W,WAK
2008,Coho,301474,1106.5,Westward,K,Kod
1994,Chum,372530,1107.75,A-Y-K,W,WAK
1991,Chinook,136629,1108.1,Southeastern,D,SEAK
2011,Chinook,166750,1109.21,Southeastern,D,SEAK
2008,Pink,675416,1109.91,Central,H,CI
1998,Chum,395788,1116.25,Central,T,WAK
1998,Chum,316115,1117.9,Westward,K,Kod
2012,Coho,343734,1119.67,Southeastern,A,SEAK
1995,Coho,307795,1121.77,Westward,K,Kod
2015,Coho,397696,1121.97,Westward,K,Kod
2010,Pink,838783,1125.84,Westward,M,SPen
1987,Sockeye,398503,1133.55,Southeastern,B,SEAK
1985,Coho,284166,1142.86,Westward,K,Kod
2015,Chinook,193654,1150.52,Southeastern,D,SEAK
2009,Sockeye,430703,1152.95,Southeastern,A,SEAK
1994,Chinook,140910,1153.22,Central,T,WAK
2006,Sockeye,424071,1153.33,Southeastern,B,SEAK
2013,Chum,319062,1158.01,A-Y-K,X,WAK
2014,Chum,336590,1159.59,Westward,K,Kod
1992,Chinook,119782,1159.97,A-Y-K,Y,WAK
2015,Chum,390442,1163.18,Central,H,CI
1988,Coho,303343,1165.32,Westward,K,Kod
2007,Chinook,153997,1165.74,Southeastern,D,SEAK
1990,Chum,361502,1167.76,Central,H,CI
1994,Coho,296325,1168.19,Westward,K,Kod
1987,Chum,368696,1168.89,Westward,M,WAK
2015,Sockeye,483883,1170.59,Southeastern,A,SEAK
1986,Coho,308598,1170.85,Southeastern,C,SEAK
1998,Pink,776988,1173,Westward,L,SPen
2012,Pink,727184,1178.58,Central,H,CI
1992,Chum,334376,1179.56,Central,E,PWS
2013,Pink,871871,1184.28,Westward,L,SPen
2007,Coho,356613,1193.54,Westward,K,Kod
1997,Sockeye,409021,1195.7,Southeastern,A,SEAK
2011,Coho,371482,1198.26,Central,E,PWS
2012,Chum,327108,1198.3,Central,H,CI
2000,Chum,397977,1201.5,Central,T,WAK
2000,Coho,333052,1208.49,Westward,K,Kod
1993,Pink,967748,1208.83,Central,H,CI
1995,Chinook,126292,1214.33,A-Y-K,Y,WAK
2015,Chum,305391,1215.92,A-Y-K,X,WAK
1992,Coho,418232,1218.64,Westward,M,SPen
1986,Chum,317020,1222.04,Southeastern,C,SEAK
2009,Coho,300615,1225.54,Central,E,PWS
2003,Coho,351767,1228.17,Westward,K,Kod
1991,Coho,446678,1238.07,Central,H,CI
2005,Sockeye,515294,1240.99,Southeastern,A,SEAK
1999,Sockeye,464736,1241.66,Southeastern,A,SEAK
2006,Chinook,158597,1251.01,Southeastern,D,SEAK
2003,Coho,347125,1253.11,A-Y-K,W,WAK
2004,Chum,353468,1260.88,Central,H,CI
1987,Chinook,148407,1262.31,Southeastern,D,SEAK
1997,Pink,844431,1262.95,Westward,L,SPen
1987,Coho,421670,1263.98,Southeastern,D,SEAK
1991,Chum,350006,1270.4,Southeastern,C,SEAK
2008,Coho,326266,1271.33,Southeastern,C,SEAK
1995,Chum,380954,1276.86,Westward,L,SPen
2012,Pink,906759,1280.36,Central,T,WAK
2007,Coho,328980,1290.27,Central,E,PWS
1999,Sockeye,485043,1292.78,Southeastern,B,SEAK
1987,Chinook,131971,1293.71,A-Y-K,Y,WAK
1985,Coho,382041,1296.94,A-Y-K,W,WAK
2001,Chinook,157634,1300.24,Southeastern,D,SEAK
2000,Chinook,159710,1301,Southeastern,D,SEAK
2011,Coho,450880,1302.46,Southeastern,B,SEAK
2011,Pink,905166,1307.57,Westward,L,SPen
1988,Coho,370420,1310.62,Westward,L,SPen
1991,Coho,382815,1311.52,Southeastern,C,SEAK
2009,Coho,433248,1314.78,Southeastern,C,SEAK
1990,Coho,445062,1315.8,A-Y-K,W,WAK
1997,Coho,392056,1317.74,Southeastern,B,SEAK
1999,Pink,1156700,1322.55,Central,H,CI
2014,Chum,482656,1332.8,Central,T,WAK
2003,Pink,906563,1336.79,Central,H,CI
1985,Chinook,146114,1341.83,A-Y-K,Y,WAK
2008,Pink,805965,1349.63,Westward,M,WAK
2008,Chum,322596,1353.49,Southeastern,C,SEAK
1989,Coho,443843,1353.9,Westward,M,SPen
2005,Coho,396841,1355.13,Westward,K,Kod
2002,Sockeye,462418,1356.57,Southeastern,A,SEAK
1988,Chum,393527,1361.11,Westward,M,WAK
2000,Coho,414652,1362.6,Southeastern,B,SEAK
1987,Chum,442238,1367.08,A-Y-K,Y,WAK
1995,Coho,465587,1367.91,Central,H,CI
2014,Chinook,226976,1375.01,Southeastern,D,SEAK
1997,Coho,381099,1377.25,Westward,K,Kod
2010,Coho,334916,1380.15,Central,E,PWS
1992,Chum,448782,1385.03,A-Y-K,W,WAK
1988,Chum,352833,1387.82,A-Y-K,X,WAK
1992,Coho,475285,1389.83,Central,H,CI
1987,Coho,465547,1396.46,Central,H,CI
1990,Pink,987573,1409.07,Central,H,CI
1995,Coho,396874,1411.1,Southeastern,C,SEAK
1991,Chum,503197,1426.06,A-Y-K,W,WAK
2002,Chum,468271,1428.42,Central,T,WAK
2012,Pink,758400,1429.53,Southeastern,A,SEAK
1999,Coho,467709,1430.48,Southeastern,C,SEAK
1991,Chum,352321,1442.14,Central,E,PWS
2000,Sockeye,527276,1443.57,Southeastern,A,SEAK
2001,Coho,409193,1444.2,Westward,K,Kod
1989,Chum,340888,1452.35,Southeastern,A,SEAK
2000,Sockeye,527448,1453.44,Southeastern,B,SEAK
1990,Chum,443986,1470.54,A-Y-K,Y,WAK
1993,Coho,458131,1471.35,Southeastern,C,SEAK
1990,Coho,512156,1500.84,Central,H,CI
2000,Coho,437385,1501.55,Southeastern,A,SEAK
2014,Pink,916314,1502.47,Central,H,CI
2015,Coho,461523,1503.16,Southeastern,A,SEAK
2014,Chum,501966,1520.57,Westward,M,SPen
1991,Pink,1169298,1523.06,Westward,L,SPen
1996,Coho,450512,1526.61,Southeastern,C,SEAK
2015,Coho,504883,1532.71,Southeastern,B,SEAK
1996,Sockeye,499327,1533.35,Southeastern,C,SEAK
1989,Coho,424980,1533.95,Central,E,PWS
1985,Chum,430757,1541.85,Westward,K,Kod
1988,Pink,955589,1550.01,Central,T,WAK
2011,Sockeye,557656,1560.17,Southeastern,A,SEAK
1993,Coho,445612,1563.35,Central,E,PWS
1987,Coho,479093,1569.37,A-Y-K,W,WAK
1994,Pink,1085102,1575.05,Westward,M,WAK
2011,Chum,515805,1580.07,A-Y-K,Y,WAK
2007,Coho,504669,1582.78,Southeastern,A,SEAK
1993,Chum,588331,1598.1,Westward,K,Kod
2015,Chum,552971,1600.8,A-Y-K,Y,WAK
2007,Coho,537195,1601.96,Southeastern,B,SEAK
1994,Sockeye,571345,1606.71,Southeastern,A,SEAK
1995,Chum,527705,1622.05,A-Y-K,Y,WAK
1998,Coho,425152,1629.86,Westward,K,Kod
2003,Sockeye,583055,1630.33,Southeastern,B,SEAK
1990,Chum,522535,1633.72,A-Y-K,W,WAK
1991,Coho,557895,1633.73,A-Y-K,W,WAK
1988,Coho,505533,1636.87,Westward,M,SPen
2005,Chinook,229243,1641.95,Southeastern,D,SEAK
1986,Sockeye,521960,1647.81,Southeastern,A,SEAK
2013,Sockeye,604489,1656.42,Southeastern,A,SEAK
2014,Coho,474265,1663.36,Westward,K,Kod
2005,Coho,555701,1670.07,Southeastern,C,SEAK
2013,Coho,569241,1670.42,Southeastern,C,SEAK
2014,Sockeye,608954,1681.87,Southeastern,A,SEAK
1987,Coho,483938,1685.16,Southeastern,A,SEAK
2004,Coho,542670,1693,A-Y-K,W,WAK
2005,Chum,477435,1693.13,Westward,K,Kod
1989,Coho,597500,1702.75,Southeastern,D,SEAK
2009,Pink,1204321,1703.33,Central,H,CI
2004,Coho,490161,1708.96,Westward,K,Kod
2001,Coho,538769,1717.44,Southeastern,C,SEAK
2006,Pink,1055894,1728.38,Westward,M,WAK
1988,Sockeye,560507,1728.71,Southeastern,A,SEAK
1987,Coho,563384,1732.65,Southeastern,B,SEAK
1987,Chum,511405,1733.04,Central,H,CI
2012,Chum,615538,1735.59,A-Y-K,Y,WAK
2009,Coho,513520,1736.68,Southeastern,A,SEAK
2003,Sockeye,642062,1740.87,Southeastern,A,SEAK
2015,Coho,567885,1742.42,Southeastern,C,SEAK
2002,Chinook,214820,1755.38,Southeastern,D,SEAK
2002,Coho,503615,1761.22,Westward,K,Kod
1999,Coho,649855,1765.54,Southeastern,B,SEAK
2006,Sockeye,706561,1772.43,Southeastern,A,SEAK
2003,Coho,511491,1778.25,Southeastern,A,SEAK
1988,Pink,1127272,1787.9,Southeastern,A,SEAK
1996,Coho,459319,1789.56,Central,E,PWS
2001,Sockeye,614873,1800.12,Westward,M,SPen
1988,Chum,475416,1804.66,Southeastern,D,SEAK
2012,Sockeye,624028,1810.97,Southeastern,A,SEAK
2007,Pink,1155046,1813.55,Westward,M,WAK
1995,Coho,562159,1821.73,A-Y-K,W,WAK
1988,Coho,570639,1829.79,Central,H,CI
1991,Chum,585588,1830.07,A-Y-K,Y,WAK
2010,Coho,517722,1833.27,Southeastern,C,SEAK
1989,Coho,556312,1837.69,A-Y-K,W,WAK
2000,Pink,1539780,1839.41,Central,H,CI
2013,Sockeye,723497,1844.59,Westward,M,WAK
2001,Pink,1281767,1849.67,Westward,L,SPen
2004,Chinook,246618,1850.65,Southeastern,D,SEAK
1986,Coho,425747,1852.63,Central,E,PWS
1987,Chum,601638,1858.56,A-Y-K,W,WAK
2014,Coho,509087,1859.82,Southeastern,A,SEAK
2011,Coho,617095,1862.25,Southeastern,A,SEAK
1996,Sockeye,598704,1867.93,Southeastern,A,SEAK
2007,Sockeye,646482,1869.26,Southeastern,A,SEAK
2014,Sockeye,620339,1878.47,Westward,L,SPen
1995,Chum,577425,1880.73,Central,H,CI
2014,Chum,647251,1883.42,A-Y-K,Y,WAK
1993,Chum,565411,1885.54,Southeastern,C,SEAK
1997,Chum,520331,1886.73,Westward,K,Kod
2003,Chinook,236796,1892.18,Southeastern,D,SEAK
2005,Coho,531771,1894.94,Central,E,PWS
2010,Chum,480147,1910.96,Southeastern,C,SEAK
1989,Pink,1364675,1911.79,Central,H,CI
1992,Pink,1175961,1912.05,Central,H,CI
1987,Pink,1208556,1916.31,Westward,M,SPen
2004,Sockeye,718828,1921.3,Southeastern,B,SEAK
2004,Coho,578253,1927.18,Southeastern,C,SEAK
2001,Coho,494179,1929.07,Central,E,PWS
2015,Chum,680252,1930.6,Westward,M,SPen
1992,Coho,533185,1935.71,Southeastern,C,SEAK
1989,Coho,645552,1943.28,Southeastern,B,SEAK
2012,Chum,679463,1944.97,Central,T,WAK
1994,Coho,599551,1951.75,Central,H,CI
2014,Chum,453100,1957.13,Southeastern,C,SEAK
2004,Coho,584321,1960.42,Southeastern,B,SEAK
1997,Chum,627996,1964.45,Westward,M,SPen
2006,Coho,556310,1969.07,Westward,K,Kod
2003,Chum,639772,1977.84,Westward,M,SPen
1988,Sockeye,791605,1977.95,Southeastern,B,SEAK
2003,Coho,521917,1979.48,Central,E,PWS
2015,Sockeye,766952,1981.57,Southeastern,B,SEAK
1985,Sockeye,669776,1988.49,Southeastern,A,SEAK
1987,Pink,1271470,1995.03,Southeastern,D,SEAK
2010,Pink,1334119,1995.82,Central,T,WAK
1991,Sockeye,699416,1997.38,Southeastern,A,SEAK
2012,Sockeye,765262,2000.23,Westward,M,WAK
1995,Pink,1284764,2004.1,Southeastern,A,SEAK
2010,Chum,581329,2012.61,Westward,L,SPen
1996,Chum,543751,2014.33,Westward,K,Kod
1990,Chum,577750,2014.74,Westward,K,Kod
1988,Coho,626145,2031.88,A-Y-K,W,WAK
1986,Coho,533769,2040.78,Southeastern,A,SEAK
2009,Pink,1408339,2042.37,Westward,L,SPen
2011,Chum,702386,2044.9,Central,T,WAK
2004,Sockeye,704652,2045.59,Westward,L,SPen
2015,Coho,629552,2045.81,Southeastern,D,SEAK
2013,Chum,726420,2046.48,A-Y-K,Y,WAK
2012,Chum,625325,2048.8,Westward,M,SPen
2005,Sockeye,787127,2048.93,Southeastern,B,SEAK
1985,Chum,521373,2053.93,A-Y-K,X,WAK
2005,Coho,694799,2062.33,Southeastern,A,SEAK
1986,Sockeye,749234,2068.27,Southeastern,B,SEAK
1998,Coho,548174,2073.21,Southeastern,C,SEAK
1988,Pink,1395767,2073.21,Central,H,CI
1985,Pink,1317545,2082.04,Central,H,CI
1993,Coho,694582,2087.21,A-Y-K,W,WAK
1988,Coho,478531,2095.25,Central,E,PWS
2012,Coho,711786,2096.17,Southeastern,D,SEAK
2004,Chum,732535,2114.81,Central,T,WAK
2002,Coho,627766,2132.23,Southeastern,C,SEAK
1986,Coho,736910,2139.36,A-Y-K,W,WAK
2003,Coho,649472,2143.46,Southeastern,C,SEAK
1988,Sockeye,768350,2143.85,Central,E,PWS
1993,Sockeye,780060,2144.51,Southeastern,A,SEAK
2008,Sockeye,687270,2147.5,Westward,L,SPen
1990,Coho,524299,2147.72,Central,E,PWS
2003,Coho,641282,2149.12,Southeastern,D,SEAK
2010,Coho,584179,2153.22,Southeastern,B,SEAK
2014,Pink,1298214,2160.72,Central,T,WAK
1997,Coho,570374,2166.96,Southeastern,A,SEAK
1998,Sockeye,786356,2171.84,Southeastern,B,SEAK
2007,Chum,681121,2192.79,Westward,M,SPen
1999,Pink,1698651,2197.85,Westward,L,SPen
1997,Sockeye,770347,2204.73,Westward,L,SPen
2007,Coho,735110,2205.91,Southeastern,D,SEAK
2010,Pink,1250752,2209.35,Southeastern,A,SEAK
2005,Chum,742434,2219.54,Westward,M,SPen
1985,Coho,677540,2224.01,Central,H,CI
1992,Chum,679559,2235.46,Westward,K,Kod
2013,Coho,619538,2235.54,Central,E,PWS
2003,Coho,696127,2256.2,Southeastern,B,SEAK
2014,Coho,615684,2256.97,Central,E,PWS
2010,Coho,605533,2258.69,Southeastern,A,SEAK
1995,Chum,723453,2261.71,A-Y-K,W,WAK
1985,Chum,680806,2262.85,Westward,M,WAK
2005,Coho,753278,2264.69,Southeastern,B,SEAK
2012,Coho,728987,2264.75,Southeastern,B,SEAK
2008,Coho,573443,2264.96,Southeastern,A,SEAK
1986,Coho,776755,2276.01,Central,H,CI
1985,Sockeye,856063,2287.31,Southeastern,B,SEAK
2011,Chum,626404,2294.68,Southeastern,C,SEAK
2002,Chum,650178,2296.28,Westward,K,Kod
1992,Sockeye,798272,2316.65,Southeastern,A,SEAK
1998,Chum,721068,2318.84,Westward,M,SPen
1994,Chum,646868,2319.75,Southeastern,C,SEAK
1988,Coho,552100,2323.2,Southeastern,A,SEAK
1985,Chum,614545,2328.29,Southeastern,D,SEAK
1998,Coho,621637,2340.84,Southeastern,A,SEAK
1985,Coho,717559,2343.85,Southeastern,D,SEAK
2014,Coho,679244,2354.1,Southeastern,C,SEAK
